,Date,Hour,Offense Type,Beat,Premise,Type,Suffix,Offenses,address
237,01/06/2018,15,Theft,10H50,"Parks and Recreation, Zoo, Swimming Pool",ST,-,1,"2600 ANITA ST,Houston, TX"
238,01/06/2018,18,Aggravated Assault,10H50,Residence or House,-,-,1,"5100 DITMAS LANE,Houston, TX"
239,01/06/2018,18,Theft,10H50,Restaurant or Cafeteria,ST,-,1,"12600 BISSONNET,Houston, TX"
240,01/06/2018,19,Theft,10H50,Residence or House,ST,-,1,"2300 HUTCHINS,Houston, TX"
241,01/07/2018,21,Burglary,10H50,Residence or House,ST,-,1,"3300 FRANCIS,Houston, TX"
242,01/07/2018,19,Theft,10H50,Residence or House,-,-,1,"2100 WEBSTER,Houston, TX"
243,01/08/2018,9,Aggravated Assault,10H50,Apartment,-,-,1,"3200 TRUXILLO,Houston, TX"
244,01/09/2018,16,Robbery,10H50,Bank or Savings Institution Parking Lot,-,-,1,"300 HIGHWAY 6,Houston, TX"
245,01/09/2018,8,Theft,10H50,"Church, Synagogue, or Temple Parking Lot",-,-,1,"3500 HOLMAN,Houston, TX"
246,01/10/2018,1,Burglary,10H50,Residence or House,ST,-,1,"1500 ALEXANDER,Houston, TX"
247,01/10/2018,19,Theft,10H50,"Road, Street, or Sidewalk",ST,-,1,"5200 KINGSBURY,Houston, TX"
248,01/10/2018,17,Burglary,10H50,Residence or House,-,-,1,"3300 TUAM,Houston, TX"
249,01/11/2018,4,Aggravated Assault,10H50,"Road, Street, or Sidewalk",-,-,1,"2900 NAGLE,Houston, TX"
250,01/11/2018,8,Theft,10H50,Apartment Parking Lot,-,-,1,"3100 ISABELLA,Houston, TX"
251,01/11/2018,13,Robbery,10H50,Restaurant or Cafeteria Parking Lot,ST,-,1,"3400 ELGIN ST,Houston, TX"
252,01/11/2018,14,Aggravated Assault,10H50,"Road, Street, or Sidewalk",-,-,1,"6000 SCHROEDER RD.,Houston, TX"
253,01/11/2018,15,Theft,10H50,Apartment Parking Lot,ST,-,1,"3500 ATTUCKS,Houston, TX"
254,01/11/2018,16,Aggravated Assault,10H50,Residence or House,ST,-,1,"3300 BREMOND,Houston, TX"
255,01/12/2018,20,Burglary,10H50,Apartment Rental Office,RD,-,1,"4700 CALHOUN RD,Houston, TX"
256,01/12/2018,14,Theft,10H50,Bank,-,-,1,"3500 ELGIN,Houston, TX"
257,01/13/2018,10,Theft,10H50,Driveway,-,-,1,"3000 ST EMANUEL,Houston, TX"
258,01/14/2018,7,Aggravated Assault,10H50,"Road, Street, or Sidewalk",-,-,1,"2800 NETTLETON,Houston, TX"
259,01/14/2018,12,Theft,10H50,Residence or House,ST,-,1,"3000 ENNIS,Houston, TX"
260,01/14/2018,16,Burglary,10H50,Apartment,ST,-,1,"3700 BURKETT ST,Houston, TX"
261,01/14/2018,18,Aggravated Assault,10H50,"Road, Street, or Sidewalk",-,-,1,"2700 SAUER,Houston, TX"
262,01/15/2018,13,Burglary,10H50,Residence or House,DR,-,1,"3300 PARKWOOD,Houston, TX"
263,01/17/2018,21,Robbery,10H50,"Road, Street, or Sidewalk",-,-,1,"8300 WYNBROOK,Houston, TX"
264,01/17/2018,12,Theft,10H50,Convenience Store,ST,-,1,"3400 FRANCIS,Houston, TX"
265,01/18/2018,8,AutoTheft,10H50,"Road, Street, or Sidewalk",-,-,1,"2100 HOLMAN,Houston, TX"
266,01/18/2018,12,Theft,10H50,"Road, Street, or Sidewalk",ST,-,1,"2300 PIERCE ST,Houston, TX"
267,01/18/2018,13,Aggravated Assault,10H50,Residence or House,ST,-,2,"3300 ROSALIE,Houston, TX"
268,01/18/2018,23,Robbery,10H50,Light Rail Platform,ST,-,1,"3700 SCOTT ST,Houston, TX"
269,01/19/2018,0,Robbery,10H50,Convenience Store,-,-,1,"3300 EMANCIPATION AVE,Houston, TX"
270,01/19/2018,19,Theft,10H50,Other Parking Lot,ST,-,1,"2700 SAINT EMANUEL ST,Houston, TX"
271,01/19/2018,14,Burglary,10H50,Office Building,AVE,-,1,"3500 EMANCIPATION,Houston, TX"
272,01/20/2018,17,Theft,10H50,Other Parking Lot,ST,-,1,"2300 ALABAMA ST,Houston, TX"
273,01/20/2018,9,Burglary,10H50,Residence or House,ST,-,1,"3100 ARBOR,Houston, TX"
274,01/20/2018,12,Aggravated Assault,10H50,Residence or House,-,-,1,"3000 ROSEDALE,Houston, TX"
275,01/20/2018,16,Theft,10H50,Residence or House,DR,-,1,"12000 ROSECROFT,Houston, TX"
276,01/21/2018,7,Burglary,10H50,Apartment,ST,-,1,"3400 DENNIS ST,Houston, TX"
277,01/21/2018,15,AutoTheft,10H50,"Road, Street, or Sidewalk",DR,-,1,"13300 NORTH BOROUGH,Houston, TX"
278,01/22/2018,9,Theft,10H50,"Road, Street, or Sidewalk",ST,-,1,"2400 GRAY ST,Houston, TX"
279,01/22/2018,12,Theft,10H50,Driveway,-,-,1,"2800 TUAM,Houston, TX"
280,01/22/2018,17,Burglary,10H50,Residence or House,-,-,1,"2400 HOLMAN,Houston, TX"
281,01/22/2018,20,Theft,10H50,Apartment Parking Lot,-,-,1,"3700 TIERWESTER,Houston, TX"
282,01/23/2018,22,Aggravated Assault,10H50,"Road, Street, or Sidewalk",-,-,1,"2600 NAGLE,Houston, TX"
283,01/23/2018,16,Aggravated Assault,10H50,Residence or House,-,-,1,"11900 MARTIN LUTHER KING 2561,Houston, TX"
284,01/23/2018,20,Theft,10H50,Commercial Parking Lot or Garage,-,-,1,"3300 EMANCIPATION AVE,Houston, TX"
285,01/23/2018,21,Burglary,10H50,Residence or House,ST,-,1,"3100 HADLEY ST,Houston, TX"
286,01/24/2018,23,Burglary,10H50,Residence or House,ST,-,1,"4200 CENTER,Houston, TX"
287,01/25/2018,20,Theft,10H50,Other Parking Lot,-,-,1,"2800 OLD SPANISH TRAIL,Houston, TX"
288,01/26/2018,7,Aggravated Assault,10H50,"Road, Street, or Sidewalk",ST,-,1,"3400 DREW ST,Houston, TX"
289,01/26/2018,19,Aggravated Assault,10H50,Residence or House,-,-,1,"3200 ANITA,Houston, TX"
290,01/27/2018,14,Theft,10H50,"Road, Street, or Sidewalk",-,-,1,"2600 ROSEWOOD ST APT 1,Houston, TX"
291,01/28/2018,13,Theft,10H50,University or College,ST,-,1,"3100 CLEBURNE ST,Houston, TX"
292,01/28/2018,1,Aggravated Assault,10H50,"Road, Street, or Sidewalk",BLVD,S,1,"8900 BRASEWOOD,Houston, TX"
293,01/28/2018,8,Aggravated Assault,10H50,Residence or House,ST,-,1,"3500 SCOTT ST,Houston, TX"
294,01/28/2018,22,Aggravated Assault,10H50,Restaurant or Cafeteria Parking Lot,ST,-,1,"6700 SCOTT,Houston, TX"
295,01/29/2018,10,Theft,10H50,"Road, Street, or Sidewalk",ST,-,1,"2300 PIERCE ST,Houston, TX"
296,01/29/2018,21,Theft,10H50,"Gym, Recreat, Club House, Indoor Pool",-,-,1,"4500 UNIVERSITY DR,Houston, TX"
297,01/30/2018,6,Theft,10H50,"Other, Unknown, or Not Listed",ST,-,1,"2800 HADLEY ST,Houston, TX"
298,01/30/2018,8,Theft,10H50,Residence or House,-,-,1,"3500 NAPOLEON,Houston, TX"
299,01/30/2018,14,Burglary,10H50,Apartment,-,S,1,"2400 LOOP,Houston, TX"
300,01/30/2018,12,Theft,10H50,"Other, Unknown, or Not Listed",ST,-,1,"3000 MCGOWEN ST,Houston, TX"
301,01/30/2018,16,Burglary,10H50,Residence or House,ST,-,1,"6300 ACORN FOREST,Houston, TX"
302,01/30/2018,17,Robbery,10H50,Apartment,DR,-,1,"800 BLUFFVIEW,Houston, TX"
303,01/30/2018,19,Theft,10H50,Restaurant or Cafeteria Parking Lot,LN,-,1,"11300 BIRDWING,Houston, TX"
304,01/31/2018,17,Rape,10H50,Modeling Studio,-,-,1,"10500 FONDREN,Houston, TX"
305,08/17/2017,22,Aggravated Assault,10H50,Residence or House,RD,-,2,"UNK UVALDE,Houston, TX"
306,12/31/2017,10,Aggravated Assault,10H50,Residence or House,ST,-,1,"3400 DREW ST,Houston, TX"
307,01/01/2018,2,AutoTheft,10H60,Apartment Parking Lot,ST,-,1,"3100 SAN JACINTO,Houston, TX"
308,01/01/2018,2,Robbery,10H60,Bar or Night Club,-,-,1,"2700 HULLSMITH UNIT 1403,Houston, TX"
309,01/01/2018,3,Aggravated Assault,10H60,Residence or House,-,-,1,"2800 WHEELER STREET,Houston, TX"
310,01/01/2018,22,Burglary,10H60,Residence or House,-,-,1,"2500 RUTH,Houston, TX"
311,01/01/2018,15,Theft,10H60,"Road, Street, or Sidewalk",-,W,1,"8400 BARTELL,Houston, TX"
312,01/01/2018,12,Theft,10H60,Driveway,ST,-,1,"2700 BARBEE ST,Houston, TX"
313,01/01/2018,18,AutoTheft,10H60,"Road, Street, or Sidewalk",-,-,1,"5100 LIVE OAK,Houston, TX"
314,01/02/2018,21,Aggravated Assault,10H60,Service or Gas Station,TRL,-,1,"3900 OLD SPANISH,Houston, TX"
315,01/02/2018,15,Robbery,10H60,"Road, Street, or Sidewalk",ST,-,1,"2300 WHEELER ST,Houston, TX"
316,01/02/2018,12,Theft,10H60,Rental Storage Facility,RD,-,1,"3600 GRIGGS RD,Houston, TX"
317,01/03/2018,9,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
318,01/03/2018,10,Theft,10H60,Residence or House,-,-,1,"3900 FERNWOOD DR,Houston, TX"
319,01/04/2018,13,Burglary,10H60,Residence or House,-,-,1,"4600 ROSENEATH DRIVE,Houston, TX"
320,01/04/2018,11,Rape,10H60,Residence or House,-,-,1,"3700 S MACGREGOR WAY,Houston, TX"
321,01/04/2018,16,Burglary,10H60,Apartment,-,-,1,"5500 SAMPSON,Houston, TX"
322,01/05/2018,7,Theft,10H60,Apartment,ST,-,1,"2900 HICKORY,Houston, TX"
323,01/05/2018,11,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
324,01/05/2018,13,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 N MACGREGOR WAY,Houston, TX"
325,01/05/2018,18,Theft,10H60,Drug Store or Medical Supply,ST,-,1,"2700 CANFIELD,Houston, TX"
326,01/05/2018,14,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
327,01/05/2018,17,Aggravated Assault,10H60,Barber And Beauty Shops,AVE,-,1,"4200 EMANCIPATION,Houston, TX"
328,01/06/2018,21,Robbery,10H60,"Hotel, Motel, Inn, Etc.",ST,-,1,"3200 TRUXILLO,Houston, TX"
329,01/06/2018,2,Burglary,10H60,Residence or House,-,-,1,"3800 CHARLESTON,Houston, TX"
330,01/06/2018,3,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"3300 NATCHEZ,Houston, TX"
331,01/06/2018,9,Theft,10H60,Restaurant or Cafeteria Parking Lot,TRL,-,1,"3900 OLD SPANISH,Houston, TX"
332,01/07/2018,0,Robbery,10H60,"Road, Street, or Sidewalk",ST,-,1,"4300 DOWLING ST,Houston, TX"
333,01/07/2018,17,Burglary,10H60,Residence or House,ST,-,1,"3800 GERTIN,Houston, TX"
334,01/07/2018,4,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"3300 RALEIGH,Houston, TX"
335,01/08/2018,3,Burglary,10H60,"Church, Synagogue, or Temple",RD,-,1,"4000 GRIGGS,Houston, TX"
336,01/08/2018,12,Theft,10H60,Bar or Night Club Parking Lot,-,-,1,"3300 RALEIGH,Houston, TX"
337,01/09/2018,17,Aggravated Assault,10H60,Highway or Freeway,-,-,1,"UNK EASTEX FWY /NORTH FWY,Houston, TX"
338,01/11/2018,23,Burglary,10H60,Apartment,-,-,1,"6400 WESTHEIMER ROAD APT 514,Houston, TX"
339,01/11/2018,13,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 N MACGREGOR WAY,Houston, TX"
340,01/11/2018,12,Theft,10H60,Apartment,DR,-,1,"5700 GARDENDALE,Houston, TX"
341,01/11/2018,2,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"7100 READING RD APT 1710,Houston, TX"
342,01/11/2018,6,Burglary,10H60,Restaurant or Cafeteria,BLVD,-,1,"2500 SOUTHMORE,Houston, TX"
343,01/11/2018,0,Murder,10H60,"Road, Street, or Sidewalk",-,-,1,"5000 PAIGE,Houston, TX"
344,01/12/2018,3,Theft,10H60,Convenience Store,TRL,-,1,"3900 OLD SPANISH,Houston, TX"
345,01/12/2018,10,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 N MACGREGOR WAY,Houston, TX"
346,01/12/2018,13,Theft,10H60,"Church, Synagogue, or Temple",-,-,1,"3000 N MACGREGOR WAY,Houston, TX"
347,01/12/2018,13,Theft,10H60,"Road, Street, or Sidewalk",ST,-,1,"4300 BASTROP ST,Houston, TX"
348,01/13/2018,23,Theft,10H60,Convenience Store Parking Lot,-,-,1,"9300 COUNTRY CREEK,Houston, TX"
349,01/13/2018,17,AutoTheft,10H60,Apartment,WAY,N,1,"3500 MACGREGOR,Houston, TX"
350,01/13/2018,10,Theft,10H60,Apartment Parking Lot,-,-,1,"5500 SAMPSON,Houston, TX"
351,01/13/2018,10,Theft,10H60,Other Parking Lot,BLVD,-,1,"2300 SOUTHMORE BLVD,Houston, TX"
352,01/13/2018,9,Burglary,10H60,Restaurant or Cafeteria,TRL,-,1,"3900 OLD SPANISH,Houston, TX"
353,01/13/2018,2,Theft,10H60,"Road, Street, or Sidewalk",CT,-,1,"3500 GRAYSON GARDENS,Houston, TX"
354,01/13/2018,1,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"2500 OAKDALE,Houston, TX"
355,01/13/2018,1,Theft,10H60,"Road, Street, or Sidewalk",WAY,-,1,"2800 MORNING BROOK,Houston, TX"
356,01/14/2018,12,Theft,10H60,Commercial Parking Lot or Garage,DR,-,1,"7000 BEVINGTON,Houston, TX"
357,01/14/2018,18,Burglary,10H60,Apartment,-,-,1,"3500 DIXIE DR,Houston, TX"
358,01/15/2018,11,Theft,10H60,"Road, Street, or Sidewalk",ST,-,1,"2500 ARBOR ST,Houston, TX"
359,01/15/2018,15,Theft,10H60,Bar or Night Club,-,-,1,"3300 RALEIGH,Houston, TX"
360,01/16/2018,10,Theft,10H60,Convenience Store,ST,-,1,"5800 SCOTT,Houston, TX"
361,01/17/2018,20,Robbery,10H60,Restaurant or Cafeteria,BLVD,-,1,"2500 SOUTHMORE,Houston, TX"
362,01/17/2018,10,AutoTheft,10H60,Service or Gas Station,BLVD,-,1,"4400 CULLEN BLVD,Houston, TX"
363,01/18/2018,2,Aggravated Assault,10H60,"Road, Street, or Sidewalk",-,-,1,"2600 RIVERSIDE DR,Houston, TX"
364,01/18/2018,9,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 N MACGREGOR WAY,Houston, TX"
365,01/18/2018,9,Theft,10H60,Garage or Carport,-,-,1,"2100 SHADE CREST DRIVE,Houston, TX"
366,01/18/2018,7,Theft,10H60,Driveway,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
367,01/18/2018,21,Robbery,10H60,"Road, Street, or Sidewalk",-,-,1,"3600 LAKE STREET,Houston, TX"
368,01/18/2018,15,Burglary,10H60,Apartment,BLVD,-,1,"3700 SOUTHMORE,Houston, TX"
369,01/18/2018,18,Theft,10H60,"Gym, Recreat, Club House, Indoor Pool",-,-,1,"3900 OLD SPANISH TRL,Houston, TX"
370,01/19/2018,8,Theft,10H60,Apartment Parking Lot,BLVD,-,1,"3600 SOUTHMORE BLVD,Houston, TX"
371,01/19/2018,1,Robbery,10H60,"Road, Street, or Sidewalk",-,-,1,"3900 OLD SPANISH TRL,Houston, TX"
372,01/19/2018,13,AutoTheft,10H60,Driveway,-,-,1,"4300 VARSITY LN,Houston, TX"
373,01/20/2018,2,Aggravated Assault,10H60,"Road, Street, or Sidewalk",ST,-,1,"2400 BLODGETT ST,Houston, TX"
374,01/20/2018,2,Robbery,10H60,"Road, Street, or Sidewalk",RD,-,1,"1200 REDFORD,Houston, TX"
375,01/20/2018,19,Theft,10H60,Apartment Parking Lot,BLVD,-,1,"3600 SOUTHMORE BLVD,Houston, TX"
376,01/20/2018,19,Aggravated Assault,10H60,Apartment,LN,-,1,"4000 KNOTTYNOLD,Houston, TX"
377,01/20/2018,10,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"4600 ROSENEATH DR,Houston, TX"
378,01/21/2018,2,Aggravated Assault,10H60,"Vacant Other Residential (Apartment,Dorms)",-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
379,01/21/2018,3,Theft,10H60,"Road, Street, or Sidewalk",RD,W,1,"600 CAMP WISDOM,Houston, TX"
380,01/21/2018,16,Theft,10H60,"Road, Street, or Sidewalk",ST,-,1,"2800 ROSEWOOD ST,Houston, TX"
381,01/21/2018,12,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
382,01/22/2018,6,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
383,01/22/2018,3,Burglary,10H60,Miscellaneous Business (Non-Specific),ST,-,1,"3000 BLODGETT,Houston, TX"
384,01/22/2018,18,Theft,10H60,Garage or Carport,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
385,01/22/2018,13,AutoTheft,10H60,Apartment Parking Lot,-,-,1,"3600 MACGREGOR WAY,Houston, TX"
386,01/22/2018,9,Theft,10H60,Commercial Parking Lot or Garage,-,-,1,"4400 N MACGREGOR WAY,Houston, TX"
387,01/22/2018,9,Theft,10H60,"Vacant Other Residential (Apartment,Dorms)",-,-,1,"4400 MACGREGOR WAY,Houston, TX"
388,01/23/2018,17,Aggravated Assault,10H60,"Road, Street, or Sidewalk",ST,-,1,"2700 WHEELER,Houston, TX"
389,01/23/2018,17,Theft,10H60,Residence or House,-,-,1,"2600 RUTH,Houston, TX"
390,01/23/2018,18,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
391,01/23/2018,16,Theft,10H60,Garage or Carport,-,-,1,"2600 IZORO BEND,Houston, TX"
392,01/23/2018,9,Theft,10H60,Apartment Parking Lot,-,-,1,"4400 N MACGREGOR WAY,Houston, TX"
393,01/23/2018,9,Theft,10H60,Commercial Parking Lot or Garage,WAY,N,1,"4400 MACGREGOR,Houston, TX"
394,01/23/2018,12,Theft,10H60,Garage or Carport,WAY,N,1,"4400 MACGREGOR,Houston, TX"
395,01/23/2018,12,Theft,10H60,Service or Gas Station,-,-,1,"3900 OLD SPANISH TRL,Houston, TX"
396,01/24/2018,8,Burglary,10H60,"Physician, Doctor, Dentist's Office",AVE,-,1,"4700 EMANCIPATION,Houston, TX"
397,01/24/2018,12,Robbery,10H60,"Road, Street, or Sidewalk",-,-,1,"300 CR 615,Houston, TX"
398,01/24/2018,13,Theft,10H60,Driveway,-,-,1,"2600 RIVERSIDE DR,Houston, TX"
399,01/24/2018,21,Robbery,10H60,"Road, Street, or Sidewalk",BLVD,-,1,"3600 SOUTHMORE BLVD,Houston, TX"
400,01/25/2018,10,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"2500 ROSEDALE,Houston, TX"
401,01/25/2018,9,Robbery,10H60,"Parks and Recreation, Zoo, Swimming Pool",RD,-,1,"5200 CALHOUN RD,Houston, TX"
402,01/25/2018,13,Burglary,10H60,Residence or House,-,-,1,"3300 ROSEDALE,Houston, TX"
403,01/25/2018,15,Burglary,10H60,Residence or House,-,-,1,"3400 WICHITA ST.,Houston, TX"
404,01/25/2018,15,Burglary,10H60,Residence or House,RD,-,1,"3900 GRIGGS,Houston, TX"
405,01/25/2018,16,Theft,10H60,Convenience Store,CT,-,1,"13600 WILD LILAC,Houston, TX"
406,01/26/2018,8,AutoTheft,10H60,"Stadium, Sports Arena, Race Track",ST,-,1,"3500 WHEELER,Houston, TX"
407,01/26/2018,1,Theft,10H60,"Road, Street, or Sidewalk",ST,-,1,"2400 ARBOR ST,Houston, TX"
408,01/26/2018,16,Aggravated Assault,10H60,Residence or House,-,-,1,"3200 SHENANDOAH,Houston, TX"
409,01/26/2018,13,AutoTheft,10H60,"Road, Street, or Sidewalk",DR,-,1,"15500 SEEDLING,Houston, TX"
410,01/26/2018,18,Burglary,10H60,Residence or House,-,-,1,"4100 EMANCIPATION AVE,Houston, TX"
411,01/26/2018,22,AutoTheft,10H60,Driveway,-,-,1,"3900 CHARLESTON,Houston, TX"
412,01/27/2018,2,Theft,10H60,Apartment Parking Lot,BLVD,-,1,"3000 SOUTHMORE BLVD,Houston, TX"
413,01/27/2018,4,Robbery,10H60,"Road, Street, or Sidewalk",-,-,1,"3500 DIXIE DR,Houston, TX"
414,01/27/2018,13,Burglary,10H60,Residence or House,-,S,1,"5500 RICE,Houston, TX"
415,01/27/2018,16,Theft,10H60,"Parks and Recreation, Zoo, Swimming Pool",RD,-,1,"5200 CALHOUN RD,Houston, TX"
416,01/27/2018,9,Theft,10H60,Residence or House,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
417,01/27/2018,22,Theft,10H60,Commercial Parking Lot or Garage,-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
418,01/28/2018,4,Theft,10H60,"Road, Street, or Sidewalk",ST,-,1,"3400 WICHITA ST,Houston, TX"
419,01/28/2018,1,Theft,10H60,"Road, Street, or Sidewalk",ST,-,1,"6500 BOWLING GREEN ST,Houston, TX"
420,01/28/2018,13,Burglary,10H60,Residence or House,RD,-,1,"4000 GRIGGS RD,Houston, TX"
421,01/28/2018,14,Theft,10H60,"Road, Street, or Sidewalk",-,-,1,"4400 S MACGREGOR WAY,Houston, TX"
422,01/28/2018,20,Theft,10H60,Driveway,ST,-,1,"2200 ROSEWOOD ST,Houston, TX"
423,01/28/2018,23,Robbery,10H60,"Road, Street, or Sidewalk",ST,-,1,"6500 BOWLING GREEN ST,Houston, TX"
424,01/29/2018,1,Burglary,10H60,Miscellaneous Business (Non-Specific),ST,-,1,"2600 S CALUMET ST,Houston, TX"
425,01/29/2018,16,Rape,10H60,Apartment,BLVD,-,1,"4400 CULLEN BLVD,Houston, TX"
426,01/29/2018,15,Theft,10H60,Residence or House,ST,-,1,"2600 BARBEE ST,Houston, TX"
427,01/30/2018,18,Theft,10H60,Apartment,ST,-,1,"2900 ARBOR ST,Houston, TX"
428,01/30/2018,2,Theft,10H60,Residence or House,-,-,1,"3400 ROSEDALE,Houston, TX"
429,01/31/2018,11,Theft,10H60,Convenience Store,ST,-,1,"2600 WHEELER ST,Houston, TX"
430,01/01/2018,21,Theft,10H70,Apartment Parking Lot,ST,-,1,"5200 CHENEVERT ST,Houston, TX"
431,01/01/2018,0,Robbery,10H70,Residence or House,ST,-,1,"1300 ROSEDALE,Houston, TX"
432,01/01/2018,11,Aggravated Assault,10H70,"Road, Street, or Sidewalk",-,-,2,"17000 IMPERIAL VALLEY DR UNIT,Houston, TX"
433,01/02/2018,8,Burglary,10H70,"Physician, Doctor, Dentist's Office",ST,-,1,"6400 FANNIN,Houston, TX"
434,01/03/2018,6,Theft,10H70,Hospital,ST,-,1,"1300 EWING ST,Houston, TX"
435,01/03/2018,8,Theft,10H70,Hospital,ST,-,1,"6500 FANNIN ST,Houston, TX"
436,01/03/2018,8,Theft,10H70,"Physician, Doctor, Dentist's Office",ST,-,1,"6500 FANNIN,Houston, TX"
437,01/03/2018,19,Theft,10H70,Hotel or Motel Parking Lot,DR,-,1,"1200 PERIWINKLE,Houston, TX"
438,01/03/2018,16,Theft,10H70,Commercial Parking Lot or Garage,BLVD,-,1,"1100 S BRAESWOOD BLVD,Houston, TX"
439,01/03/2018,13,Theft,10H70,Bar or Night Club,DR,-,1,"18200 CINDERWOOD,Houston, TX"
440,01/03/2018,14,Theft,10H70,Commercial Building,ST,-,1,"6600 FANNIN,Houston, TX"
441,01/04/2018,21,Theft,10H70,Hospital,ST,-,1,"6400 FANNIN ST,Houston, TX"
442,01/05/2018,12,Theft,10H70,Apartment,RD,-,1,"7000 ALMEDA RD,Houston, TX"
443,01/05/2018,10,Burglary,10H70,Other Parking Lot,ST,-,1,"2000 BINZ,Houston, TX"
444,01/05/2018,10,Theft,10H70,Hospital,LP,-,1,"1500 TAUB,Houston, TX"
445,01/05/2018,7,Theft,10H70,"Daycare, Child Care, or Kindergarten",ST,-,1,"6600 FANNIN ST,Houston, TX"
446,01/06/2018,23,Aggravated Assault,10H70,Apartment,ST,-,1,"6600 FANNIN ST,Houston, TX"
447,01/06/2018,13,Burglary,10H70,Residence or House,-,-,1,"1500 OAKDALE,Houston, TX"
448,01/07/2018,3,Theft,10H70,"Road, Street, or Sidewalk",ST,-,1,"1800 WICHITA ST,Houston, TX"
449,01/07/2018,12,Theft,10H70,Other Parking Lot,-,-,1,"1700 HERMANN DR,Houston, TX"
450,01/08/2018,0,Rape,10H70,Residence or House,-,-,1,"900 1/2 KENMORE,Houston, TX"
451,01/08/2018,15,Theft,10H70,Apartment,-,-,1,"2300 S MACGREGOR WAY,Houston, TX"
452,01/08/2018,18,Theft,10H70,Apartment Parking Lot,ST,-,1,"7300 ARDMORE ST,Houston, TX"
453,01/09/2018,11,Theft,10H70,Commercial Parking Lot or Garage,RD,-,1,"4800 ALMEDA RD,Houston, TX"
454,01/09/2018,13,Theft,10H70,Hospital Parking Lot,BLVD,-,1,"2000 HOLCOMBE BLVD,Houston, TX"
455,01/09/2018,2,Theft,10H70,Convenience Store Parking Lot,-,-,1,"3200 OLD SPANISH TRL,Houston, TX"
456,01/09/2018,6,Theft,10H70,"Road, Street, or Sidewalk",ST,-,1,"4500 JACKSON ST,Houston, TX"
457,01/10/2018,6,Burglary,10H70,Apartment,ST,-,1,"7300 ARDMORE ST,Houston, TX"
458,01/10/2018,12,Theft,10H70,Other Parking Lot,-,-,1,"6000 HERMANN PARK DR,Houston, TX"
459,01/10/2018,23,Theft,10H70,Hospital Parking Lot,-,-,1,"6700 BERTNER AVE,Houston, TX"
460,01/10/2018,21,Theft,10H70,"Road, Street, or Sidewalk",-,-,1,"10700 MULLINS,Houston, TX"
461,01/10/2018,21,Theft,10H70,"Road, Street, or Sidewalk",LN,-,1,"19200 SPRUCE BOUGH,Houston, TX"
462,01/10/2018,18,Theft,10H70,Hospital,ST,-,1,"6500 FANNIN ST,Houston, TX"
463,01/10/2018,20,Burglary,10H70,Hospital,ST,-,1,"6600 FANNIN ST,Houston, TX"
464,01/10/2018,20,Theft,10H70,Apartment,-,-,1,"5900 FONDREN,Houston, TX"
465,01/10/2018,21,Burglary,10H70,Apartment,RD,-,1,"7000 ALMEDA RD,Houston, TX"
466,01/11/2018,20,Theft,10H70,Residence or House,-,-,1,"1500 BARBEE STREET,Houston, TX"
467,01/11/2018,17,Theft,10H70,Apartment Parking Lot,-,-,1,"2400 CHARLESTON,Houston, TX"
468,01/12/2018,10,Burglary,10H70,Apartment,CIR,-,1,"UNK HERMANN MUSEUM,Houston, TX"
469,01/12/2018,2,Aggravated Assault,10H70,Highway or Freeway,-,-,2,"7000 SH 288 HWY OB,Houston, TX"
470,01/12/2018,4,Theft,10H70,Apartment Parking Lot,LN,-,1,"100 KIRKWOOD,Houston, TX"
471,01/12/2018,17,Theft,10H70,"Road, Street, or Sidewalk",ST,-,1,"5100 CAROLINE ST,Houston, TX"
472,01/13/2018,15,Theft,10H70,Other Parking Lot,RD,-,1,"5300 ALMEDA RD,Houston, TX"
473,01/14/2018,9,Theft,10H70,Hotel or Motel Parking Lot,-,-,1,"3100 OLD SPANISH TRL,Houston, TX"
474,01/14/2018,18,Theft,10H70,"Libraries, Museums",ST,-,1,"1500 BINZ ST,Houston, TX"
475,01/14/2018,23,Aggravated Assault,10H70,Hospital,ST,-,1,"6500 FANNIN ST,Houston, TX"
